Removed Pin From Net: NetName=GND Pin=R216-1
Removed Pin From Net: NetName=AUX13 Pin=R216-2
Removed Pin From Net: NetName=GND Pin=R405-1
Removed Pin From Net: NetName=BMS_OK_PIC Pin=R405-2
Removed Pin From Net: NetName=NetQ703_D Pin=R708-1
Removed Pin From Net: NetName=Voltage indicator - Pin=R708-2
Removed Pin From Net: NetName=+5 TS Pin=U702-1
Removed Pin From Net: NetName=NetQ701_D Pin=U702-2
Removed Pin From Net: NetName=NetQ702_G Pin=U702-5
Removed Pin From Net: NetName=GND Pin=U702-6
Removed Member From Class: ClassName=MCU Member=R216
Removed Member From Class: ClassName=High Voltage Member=R708
Removed Member From Class: ClassName=High Voltage Member=U702
Change Component Comment : Designator=R405 Old Comment=CR0805-JW-103ELF New Comment=CR0805-JW-102ELF
Change Component Designator: OldDesignator=C701 NewDesignator=C601
Change Component Designator: OldDesignator=C702 NewDesignator=C602
Change Component Designator: OldDesignator=C703 NewDesignator=C603
Change Component Designator: OldDesignator=C704 NewDesignator=C604
Change Component Designator: OldDesignator=C705 NewDesignator=C605
Change Component Designator: OldDesignator=C706 NewDesignator=C606
Change Component Designator: OldDesignator=DCDC702 NewDesignator=DCDC602
Change Component Designator: OldDesignator=F701 NewDesignator=F601
Change Component Designator: OldDesignator=F702 NewDesignator=F602
Change Component Designator: OldDesignator=Q701 NewDesignator=Q601
Change Component Designator: OldDesignator=Q702 NewDesignator=Q602
Change Component Designator: OldDesignator=Q703 NewDesignator=Q603
Change Component Designator: OldDesignator=R406 NewDesignator=R407
Change Component Designator: OldDesignator=R407 NewDesignator=R408
Change Component Designator: OldDesignator=R408 NewDesignator=R409
Change Component Designator: OldDesignator=R409 NewDesignator=R410
Change Component Designator: OldDesignator=R410 NewDesignator=R411
Change Component Designator: OldDesignator=R411 NewDesignator=R412
Change Component Designator: OldDesignator=R412 NewDesignator=R413
Change Component Designator: OldDesignator=R413 NewDesignator=R414
Change Component Designator: OldDesignator=R414 NewDesignator=R415
Change Component Designator: OldDesignator=R415 NewDesignator=R416
Change Component Designator: OldDesignator=R416 NewDesignator=R417
Change Component Designator: OldDesignator=R417 NewDesignator=R418
Change Component Designator: OldDesignator=R418 NewDesignator=R419
Change Component Designator: OldDesignator=R701 NewDesignator=R601
Change Component Designator: OldDesignator=R702 NewDesignator=R602
Change Component Designator: OldDesignator=R703 NewDesignator=R603
Change Component Designator: OldDesignator=R704 NewDesignator=R604
Change Component Designator: OldDesignator=R705 NewDesignator=R605
Change Component Designator: OldDesignator=R706 NewDesignator=R606
Change Component Designator: OldDesignator=R707 NewDesignator=R607
Change Component Designator: OldDesignator=U701 NewDesignator=U601
Change Component Designator: OldDesignator=X701 NewDesignator=X601
Change component parameters: Designator = "R405" ("R405"); Footprint = "R0805FTK"; UniqueID = "\IHCIDKUD\BLYDILXO" ("\IHCIDKUD\BLYDILXO")
Change component parameters (AddParameter): Name = ".Creator"; Value = "GP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Imperial)"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Metric)"; Value = "2012"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Chip SMD Resistors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/11821/0900766b80fcdb72-11821134.pdf?src-supplier=RSComponents"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/11821/0900766b80fcdb72-11821134.pdf?src-supplier=RSComponents"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://datasheet.ciiva.com/15225/getdatasheetpartid-78155-15225381.pdf?src-supplier=Verical"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/15225/getdatasheetpartid-78155-15225381.pdf?src-supplier=Verical"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/22693/1902866-22693253.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/22693/1902866-22693253.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "https://datasheet.ciiva.com/7986/1856384-7986184.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "https://datasheet.ciiva.com/7986/1856384-7986184.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "https://datasheet.ciiva.com/7985/1856384-7985867.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "https://datasheet.ciiva.com/7985/1856384-7985867.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6Description"; Value = "https://datasheet.ciiva.com/30242/159chpreztr-30242765.pdf?src-supplier=Onlinecomponents.com"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6URL"; Value = "https://datasheet.ciiva.com/30242/159chpreztr-30242765.pdf?src-supplier=Onlinecomponents.com"; VariantName = "[No Variations]"
